SKN,Name,Lat_DD,Lon_DD,ElevFT,Observer,UsedInRFA,NumMosRFAvg,DataSources,StationStatus,NumMos,MinYear,MaxYear,Changepoint
116.00,Papa-K Ranch,19.95027798,-155.3905576,4750,KUKAIAU RANCH,Yes,10,State,Discontinued,351,1944,1973,no
116.10,Garden,19.94222299,-155.3733358,4960,KUKAIAU RANCH,No,0,State,Discontinued,89,1964,1973,no
117.00,Halepiula,19.92861253,-155.3905577,5770,KUKAIAU RANCH,Yes,9,"NCDC, State, State/NCDC",Discontinued,728,1914,1976,no
118.00,Umikoa,19.98027624,-155.3788912,3420,KUKAIAU RANCH,Yes,12,"NCDC, State, State/NCDC",Discontinued,985,1894,1976,no
118.10,Field 127,19.99860831,-155.3505585,2180,HAMAKUA MILL,No,0,State,Discontinued,132,1958,1968,no
118.30,7A,20.00388571,-155.3705579,2240,HAMAKUA MILL,No,0,State,Discontinued,224,1966,1984,no
118.40,Field 128,19.99860832,-155.3552807,2280,HAMAKUA MILL,No,0,State,Discontinued,290,1969,1994,no
120.00,Puu Kihe,19.89528116,-155.3922245,7750,KUKAIAU RANCH,Yes,8,"NCDC, State, State/NCDC",Discontinued,728,1915,1976,no
120.10,Puu Kea,19.89194785,-155.4072245,8540,KUKAIAU RANCH,No,0,State,Discontinued,204,1914,1932,no
121.00,Iolehaehae Tanks,19.90694754,-155.361114,6300,KUKAIAU RANCH,Yes,11,State,Discontinued,471,1933,1973,no
121.10,Kukaiau 7850,19.89694815,-155.3638918,7850,UNKNOWN,No,0,State,Discontinued,12,1903,1905,no
122.00,Laaumaia,19.76695663,-155.3569487,6580,PARKER RANCH,No,0,State,Discontinued,118,1936,1947,no
123.00,Kaala,19.92194665,-155.3538919,5460,KUKAIAU RANCH,Yes,10,"NCDC, State, State/NCDC",Discontinued,705,1914,1973,no
123.10,Keanakolu-Parker,19.91361396,-155.3472253,5500,PARKER S JR,No,0,State,Discontinued,152,1905,1982,no
123.20,Kukaiau (5000),19.93027953,-155.3472253,5000,UNKNOWN,No,0,State,Discontinued,31,1902,1905,no
124.00,Keanakolu,19.91694715,-155.3388922,5280,DIV OF FTRY,Yes,11,"State, State/NCDC",Discontinued,867,1905,1998,no
124.10,Keanakolu,19.91528063,-155.3355589,5280,PARKER RANCH,Yes,12,State,Discontinued,696,1915,1981,no
124.20,Keanakolu Camp,19.91750266,-155.3397255,5280,STATE DIV FTRY,No,0,State,Discontinued,211,1965,1983,no
125.00,Hopuwai,19.84695227,-155.3372257,6425,PARKER RANCH,Yes,12,State,Discontinued,130,1936,1947,no
125.10,Pua Akala,19.78695606,-155.3305599,6300,SHIPMAN WH,Yes,12,State,Discontinued,524,1919,1976,no
125.12,Pua Akala,19.8,-155.3333333,6394,SCAN,No,0,SCAN,Current,51,2005,2009,no
126.00,Maulua/Kaulua,19.88861614,-155.3072261,5140,KUKAIAU RANCH,Yes,12,"NCDC, State, State/NCDC",Discontinued,620,1918,1972,no
126.10,Maulua 6200,19.87361694,-155.3372256,6180,KUKAIAU RANCH,No,0,State,Discontinued,207,1953,1972,no
127.00,Puu Loa,19.98360937,-155.330559,2550,KUKAIAU RANCH,Yes,12,State,Current,871,1918,2008,no
127.10,HUMUULA,19.94861184,-155.3122261,3600,STATE DIV OF FTRY,No,0,State,Discontinued,11,1950,1950,no
127.20,Kukaiau (3400),19.98027628,-155.330559,3400,UNKNOWN,No,0,State,Discontinued,132,1895,1905,no
127.30,Keanakolu Trail,19.93694597,-155.2997262,3800,USDA FRUIT FLY L,No,0,State,Discontinued,12,1950,1950,no
127.40,Coffee Pond,19.98749801,-155.3566695,2800,KUKAIAU RANCH,No,0,State,Discontinued,82,1966,1973,no
128.00,Nauhi Gulch,19.85528545,-155.2972263,5160,STATE DIV FTRY,Yes,12,"NCDC, State, State/NCDC",Discontinued,348,1925,1953,no
129.00,Hakalau,19.82111111,-155.3305556,6400,RAWS,No,0,RAWS,Current,67,2003,2009,no
130.00,Ookala Mauka,19.98360902,-155.2922266,1780,LAUPAHOEHOE SUG,Yes,12,State,Discontinued,785,1928,1994,no
130.10,Field 6,19.99527425,-155.2722269,900,LAUPAHOEHOE SUG,No,0,State,Discontinued,124,1951,1961,no
130.20,Field 439,20.01693963,-155.3222258,900,DAVIS HAMAKUA SUGAR,Yes,12,State,Discontinued,357,1951,1994,no
131.00,Island Dairy,20,-155.2833333,1160,SCAN,No,0,SCAN,Current,49,2005,2009,no
132.00,Kihalani,19.95860965,-155.2422268,1500,LAUPAHOEHOE SUG,Yes,12,State,Discontinued,534,1944,1989,no
132.10,Kaiaakea,19.95194249,-155.1905609,445,LAUPAHOEHOE SUG,No,0,State,Discontinued,132,1967,1992,no
133.00,Papaaloa Office,19.97694031,-155.2205601,262,LAUPAHOEHOE SUG,Yes,12,State,Discontinued,1045,1905,1993,no
133.10,Laupahoehoe,19.98027372,-155.2305601,452,BARNARD EW,No,0,State,Discontinued,384,1892,1942,no
133.20,Laupahoehoe-Rhea,19.99343,-155.24723,358,RHEA TR,No,0,State,Discontinued,430,1891,1928,no
133.30,Laupahoehoe P.D.*,19.98,-155.23,384,Hydronet,No,0,Hydronet,Current,213,1991,2008,no
134.00,Makahanaloa 2,19.81695524,-155.1922288,2675,STATE DIV FTRY,Yes,12,"NCDC, State, State/NCDC",Discontinued,240,1934,1953,no
135.00,Hakalau Mauka,19.88361655,-155.1655628,1150,PEPEEKEO SUGAR,Yes,12,"NCDC, State, State/NCDC",Discontinued,882,1905,1979,no
136.00,Honomu (1750),19.83862075,-155.160563,1750,STATE DIV FTRY,Yes,11,State,Discontinued,600,1926,1976,no
137.00,Honohina,19.92194566,-155.1538961,300,PEPEEKEO SUGAR,Yes,12,"NCDC, State, State/NCDC",Discontinued,1182,1894,1993,no
137.10,Puuohua Macey,19.92361223,-155.1938946,1050,MACEY BB,No,0,State,Discontinued,37,1902,1905,no
137.20,Honohina Middle,19.93527757,-155.1638955,275,PEPEEKEO SUGAR,No,0,State,Discontinued,87,1905,1912,no
137.30,Honohina Mauka,19.90778068,-155.1750068,1160,PEPEEKEO SUGAR,Yes,12,State,Discontinued,332,1964,1991,no
138.00,Honomu Mauka Low,19.84862022,-155.1408416,1100,PEPEEKEO SUGAR,Yes,12,"NCDC, State, State/NCDC",Discontinued,976,1911,1992,no
138.10,Honomu Mauka Hi,19.84695362,-155.1472302,1200,PEPEEKEO SUGAR,Yes,6,State,Discontinued,330,1911,1938,no
140.00,Pepeekeo A&F,19.8302882,-155.1488967,1550,STATE DIV FTRY,Yes,11,"NCDC, State, State/NCDC",Discontinued,475,1926,1966,no
140.10,Papaikou Mauka,19.78695738,-155.1388973,1400,MAU KEA SUGAR,Yes,12,"NCDC, State, State/NCDC",Discontinued,732,1926,1986,no
141.00,Pepeekeo Mauka,19.84195432,-155.1222314,870,PEPEEKEO SUGAR,No,0,State,Discontinued,170,1948,1963,no
142.00,Hakalau,19.89861522,-155.1272305,175,PEPEEKEO SUGAR,Yes,12,"NCDC, State, State/NCDC",Discontinued,1175,1892,1993,no
143.00,Honomu Makai,19.86389691,-155.1144537,350,PEPEEKEO SUG,Yes,12,"NCDC, State, State/NCDC",Discontinued,514,1921,1963,no
144.00,Pepeekeo Makai,19.84195477,-155.0855658,100,PEPEEKEO SUGAR,Yes,12,"NCDC, State, State/NCDC",Discontinued,986,1890,1972,no
144.10,Papaikou Makai,19.78362447,-155.0922318,200,MAU KEA SUGAR,Yes,12,"NCDC, State, State/NCDC",Current,1251,1899,2007,yes
144.20,Honomu (300),19.86361918,-155.1138982,300,HONOMU SUGAR,No,0,State,Discontinued,91,1892,1899,no
144.30,Honomu (950),19.8636189,-155.1330641,950,HONOMU SUGAR,No,0,State,Discontinued,76,1892,1898,no
144.40,Papaikou,19.78029123,-155.0972317,350,ROGARS WH,No,0,State,Discontinued,47,1886,1889,no
144.50,Honomu Seaside,19.86306393,-155.0977877,130,PEPEEKEO SUGAR,Yes,11,State,Discontinued,500,1949,1992,no
144.60,Andrade,19.83695486,-155.1088986,650,PEPEEKEO SUGAR,Yes,12,State,Discontinued,524,1949,1992,no
144.70,Onomea,19.81528962,-155.1005653,460,ONOMEA SUGAR,No,0,State,Discontinued,10,1950,1950,no
145.00,Wainaku Camp 2,19.74195947,-155.1072312,500,MAUNA KEA SUGAR,Yes,12,State,Discontinued,481,1948,1992,no
147.00,Beach,20.07416213,-155.8588817,10,KAHUA RANCH,Yes,11,State,Discontinued,687,1931,1999,no
147.10,Middle Pen,20.10027112,-155.8322151,1380,KAHUA RANCH,Yes,11,"NCDC, State, State/NCDC",Current,858,1931,2007,no
147.20,PAHINAHINA,19.09254822,-155.8477671,0,KAHUA RANCH,No,0,State,Discontinued,134,1976,1987,no
148.00,Kawaihae,20.04194112,-155.8338838,50,KAHUA RANCH,Yes,10,State,Discontinued,640,1937,1999,no
148.10,Puu Hanai,20.0580508,-155.8072174,1290,KAHUA RANCH,Yes,10,State,Discontinued,476,1937,1976,no
159.00,Mahukona,20.18359897,-155.9005432,10,TERMI AGENT MAHU,Yes,11,"NCDC, State/NCDC",Discontinued,524,1912,1955,no
159.10,Honoipu,20.24359253,-155.8805429,260,KAHUA RANCH,No,0,State,Discontinued,318,1942,1968,no
159.20,Upolu Point,20.25025779,-155.8869314,40,USCG,Yes,12,"NCDC, State/NCDC",Discontinued,426,1956,1992,no
159.40,Pr Pasture #32,20.20970749,-155.8866542,400,KOHALA SUGAR,No,0,State,Discontinued,41,1964,1968,no
160.00,Station 3,20.25525769,-155.8722096,200,KOHALA SUGAR,Yes,12,State,Discontinued,429,1940,1975,no
160.10,Upolu Point Ap,20.26525609,-155.8572096,90,HAWN AIRLINES,No,0,State,Discontinued,113,1939,1956,no
160.20,Station 28,20.24192648,-155.87221,430,KOHALA SUGAR,No,0,State,Discontinued,81,1950,1957,no
160.30,Upolu Airport*,20.26,-155.86,111,Hydronet,No,0,Hydronet,Current,185,1991,2007,no
161.00,Puakea,20.23192759,-155.8705435,570,PARKER RANCH,Yes,11,"NCDC, State, State/NCDC",Discontinued,940,1902,1981,no
162.00,Station 2,20.25359135,-155.8605433,300,KOHALA SUGAR,No,0,State,Discontinued,53,1948,1952,no
162.10,Kokoiki,20.24025983,-155.8555438,570,KAHUA RANCH,No,0,State,Discontinued,232,1942,1961,no
162.20,Station 25,20.23859325,-155.8438777,625,KOHALA SUGAR,No,0,State,Discontinued,117,1950,1968,no
163.00,Station 15,20.22526153,-155.8588774,850,KOHALA SUGAR,Yes,12,State,Discontinued,555,1925,1971,no
164.00,Station 9,20.21026252,-155.8372119,1390,KOHALA SUGAR,Yes,12,State,Discontinued,564,1925,1971,no
164.10,Puakea 13 #33,20.20165266,-155.8547112,1160,KOHALA SUGAR,No,0,State,Discontinued,25,1966,1968,no
164.20,Station 34,20.20859638,-155.8505446,1490,KOHALA SUGAR,No,0,State,Discontinued,33,1968,1971,no
165.00,Station 4,20.2535914,-155.8405441,300,KOHALA SUGAR,No,0,State,Discontinued,190,1948,1963,no
166.00,Station 14,20.26192353,-155.8388773,125,KOHALA SUGAR,Yes,12,State,Discontinued,609,1925,1975,no
167.00,Puuokumau,20.19526362,-155.833879,1800,KOHALA SUGAR,Yes,11,"NCDC, State, State/NCDC",Discontinued,555,1925,1971,no
168.00,Hawi,20.23692665,-155.8272119,600,KOHALA SUGAR,Yes,12,"NCDC, State/NCDC",Current,1322,1888,2007,yes
168.10,Station 26,20.23026042,-155.8138794,650,KOHALA SUGAR,No,0,State,Discontinued,25,1950,1952,no
170.00,Puuhue,20.17026583,-155.832213,1890,PARKER RANCH,Yes,12,State,Discontinued,589,1932,1981,no
171.00,Station 5,20.2435927,-155.8238787,425,KOHALA SUGAR,No,0,State,Discontinued,53,1948,1952,no
172.00,Station 17,20.20692935,-155.8338788,1450,KOHALA SUGAR,No,0,State,Discontinued,171,1923,1949,no
173.00,Station 16,20.23692653,-155.8155458,450,KOHALA SUGAR,Yes,10,State,Discontinued,707,1892,1971,no
174.00,Station 6,20.25192483,-155.8072126,190,KOHALA SUGAR,No,0,State,Discontinued,190,1948,1963,no
174.10,Kohala Parsonage,20.24692562,-155.8138791,350,OSTROM REV A,No,0,State,Discontinued,129,1890,1900,no
174.30,Kapua Gulch #31,20.25248038,-155.8119346,174,KOHALA SUGAR,No,0,State,Discontinued,89,1963,1971,no
175.10,Kohala Mission,20.2252605,-155.7922137,535,BOND ESTATE,Yes,6,"NCDC, State/NCDC",Current,1317,1890,2007,no
176.00,Kohala Maulili,20.20859492,-155.7855476,960,KOHALA SUGAR,Yes,10,"NCDC, State/NCDC",Discontinued,813,1908,1975,no
176.10,Kehena Res,20.16359891,-155.800548,2520,KOHALA SUGAR,Yes,12,"NCDC, State/NCDC",Discontinued,310,1942,1968,no
176.20,Homestead Plant,20.20859568,-155.8272124,1350,HC AUSTIN,No,0,State,Discontinued,129,1919,1929,no
176.30,Kahua Ranch Hqtrs*,20.12,-155.78,3269,KAHUA RANCH,Yes,10,"Hydronet, State",Current,266,1977,2008,no
177.00,Station 8,20.24025866,-155.7722141,100,KOHALA SUGAR,No,0,State,Discontinued,53,1948,1952,no
178.00,Headquarters,20.12610167,-155.7888826,3240,KAHUA RANCH,Yes,12,State,Discontinued,768,1931,1999,no
178.10,Station 21,20.19192986,-155.8055471,1850,KOHALA SUGAR,No,0,State,Discontinued,71,1946,1952,no
178.11,#4 WB-Kahua,20.12554592,-155.7774941,3825,KAHUA RANCH,No,0,State,Discontinued,275,1966,1992,no
178.20,Twin Reservoir,20.18359693,-155.7872148,1880,KOHALA DITCH,No,0,State,Discontinued,374,1940,1971,no
178.30,Kalope,20.07527132,-155.7638841,3400,KAHUA RANCH,Yes,11,State,Discontinued,624,1937,1998,yes
178.40,Halawa,20.23025914,-155.7638813,450,PATTON MRS WC,No,0,State,Discontinued,54,1904,1908,no
178.50,Puuhue Ranch,20.17193242,-155.8338796,1854,WOODS SP,No,0,State,Discontinued,70,1902,1907,no
178.60,Waikanonoula,20.12526817,-155.7777719,3830,KAHUA RANCH,No,0,State,Discontinued,419,1958,1998,no
178.70,Kalahikiola,20.14693375,-155.8038817,2760,KAHUA RANCH,No,0,State,Discontinued,322,1963,1997,no
178.80,Puu Aiea,20.12193553,-155.7994379,3050,KAHUA RANCH,No,0,State,Discontinued,370,1962,1999,no
178.90,Puu Kaakihi,20.13665693,-155.8122148,2520,KAHUA RANCH,No,0,State,Discontinued,233,1968,1997,no
179.00,Niulii,20.22192578,-155.7438821,75,KOHALA SUGAR,Yes,12,"NCDC, State/NCDC",Discontinued,1089,1884,1975,no
179.10,Kohala,20.23025973,-155.7788808,310,KOHALA SUGAR,Yes,9,"NCDC, State/NCDC",Discontinued,987,1889,1971,no
180.10,Station 18,20.21526056,-155.7655482,425,KOHALA SUGAR,Yes,9,State,Discontinued,459,1933,1971,no
181.00,Makapala Nursery,20.18359648,-155.7622156,1620,STATE DIV FTRY,Yes,12,"NCDC, State/NCDC",Discontinued,329,1925,1952,no
181.10,Honokane,20.14526612,-155.7305504,800,KOHALA DITCH,Yes,12,"NCDC, State/NCDC",Discontinued,825,1905,1975,yes
181.20,Kehena,20.11860157,-155.7488837,3840,KOHALA DITCH,No,0,State,Discontinued,745,1912,1975,no
182.00,Station 12,20.19526187,-155.7505491,1000,KOHALA SUGAR,Yes,9,State,Discontinued,339,1943,1971,no
182.10,Awini,20.16859722,-155.7122172,1870,KOHALA DITCH,Yes,5,"NCDC, State/NCDC",Discontinued,824,1905,1975,yes
183.00,Station 19,20.19526181,-155.7472159,940,KOHALA SUGAR,No,0,State,Discontinued,53,1948,1952,no
183.10,Puu Ahia,20.09193666,-155.7455507,4360,KAHUA RANCH,No,0,State,Discontinued,560,1942,1990,no
183.20,East Honokane,20.10693559,-155.7105514,4240,KOHALA DITCH,Yes,12,"NCDC, State, State/NCDC",Discontinued,570,1925,1974,yes
183.30,Station 30,20.20359461,-155.7572154,790,KOHALA SUGAR,No,0,State,Discontinued,27,1966,1968,no
183.80,KEAWEWAI KOHALA,20.08721471,-155.7316622,4700,OLOHANA CORP,No,0,State,Discontinued,39,1965,1968,no
183.90,Keawewai Fort Fn,20.08749249,-155.7361066,4710,DOWALD,No,0,State,Discontinued,179,1969,1983,no
184.00,KAWAIHAE 11,20.05193976,-155.7605514,2640,PARKER RANCH,No,0,State,Discontinued,478,1936,1981,no
184.10,Kaukini,20.15859804,-155.6922177,2040,KOHALA DITCH,Yes,11,"NCDC, State, State/NCDC",Discontinued,558,1924,1971,no
184.20,Awini Ranch,20.18026269,-155.7138836,1100,AWINI RANCH,No,0,State,Discontinued,89,1896,1905,no
184.30,KUKUI STREAM,20.15165429,-155.6674961,1940,USGS,No,0,State,Discontinued,48,1960,1967,no
185.00,Kawainui Upper,20.08360377,-155.6772192,4080,HAWN IRRIG,No,0,"State, State/NCDC",Discontinued,493,1907,1948,no
185.10,KAIMU,20.13693353,-155.6588854,2440,USGS,No,0,State,Discontinued,27,1948,1952,no
185.20,WAIILIKAHI,20.12193485,-155.6605522,2970,USGS,No,0,State,Discontinued,38,1953,1960,no
185.30,Honokane-P Ranch,20.13026775,-155.6305525,750,PARKER RANCH,No,0,State,Discontinued,22,1936,1938,no
185.40,Upp Hamakua Dit,20.08443705,-155.6749971,4020,USGS,No,0,State,Discontinued,255,1964,1991,no
185.50,Waimanu,20.13443391,-155.639719,15,USGS,No,0,USGS,Discontinued,9,1992,1993,no
185.70,Kawainui,20.08533333,-155.6811667,4060,USGS,No,0,USGS,Current,84,2002,2009,no
187.10,WAIMANU,20.11360207,-155.6588858,3220,USGS,No,0,State,Discontinued,26,1948,1952,no
187.20,WAIILIKAHI MAUKA,20.10999106,-155.6755522,3850,USGS,No,0,State,Discontinued,43,1953,1960,no
189.00,Waimea Plain,20.01666667,-155.6,3039,SCAN,No,0,SCAN,Current,51,2005,2009,no
190.00,Alakahi Upper,20.070081,-155.669952,3860,HAWN IRRIG,Yes,5,"NCDC, State/NCDC",Discontinued,627,1913,2001,no
190.11,Alakahi,20.06943785,-155.6697196,3570,DOWALD,No,0,State,Discontinued,266,1961,1983,no
190.40,Keanuiomano Str,20.02749611,-155.6980529,2410,USGS,No,0,State,Discontinued,266,1968,1991,no
190.50,Waikoloa Res,20.03805076,-155.6755531,3310,DOWALD,No,0,State,Discontinued,380,1969,2001,no
190.70,Kohakohau 8,20.02638493,-155.6869419,2560,USGS,No,0,State,Discontinued,42,1976,1979,no
190.80,Alakahi-P Ranch,20.07332656,-155.6758305,4040,PARKER RANCH,No,0,State,Discontinued,135,1970,1981,no
190.90,High Pressure,20.08138167,-155.686108,4250,PARKER RANCH,No,0,State,Discontinued,124,1970,1981,no
191.00,Waimea-Kohala Ap,19.99694201,-155.6738868,2665,HAWN AIRLINES,No,0,State,Discontinued,214,1953,1971,no
191.10,Lalamilo Fld Off,20.01083015,-155.6763867,2620,DOWALD,Yes,12,"NCDC, State, State/NCDC",Current,502,1965,2007,no
191.30,Lalamilo Reserv,20.01305219,-155.6713867,2646,DOWALD,No,0,State,Discontinued,121,1968,1978,no
191.40,Lalamilo Farm,20.01916302,-155.6769421,2620,UH EXP STA,Yes,11,State,Discontinued,299,1963,1991,no
191.50,Lalamilo 24,20.005275,-155.6916643,2490,DOWALD,No,0,State,Discontinued,467,1962,2001,no
191.60,Lalamilo 35,20.01944098,-155.6958308,2380,DOWALD,No,0,State,Discontinued,465,1962,2001,no
192.00,Waimea,20.02527342,-155.6588867,2750,PARKER RANCH,Yes,12,"NCDC, State/NCDC",Discontinued,717,1891,1950,no
192.10,Puu Kapu A&F,20.03027288,-155.6405534,2870,STATE DIV FTRY,Yes,12,"NCDC, State/NCDC",Discontinued,420,1932,1967,no
192.20,Kamuela,20.02027391,-155.66722,2670,PARKER RANCH,Yes,10,"NCDC, State, State/NCDC",Discontinued,735,1919,1980,no
192.30,Range 1,19.99694241,-155.7138864,2300,PARKER RANCH,Yes,10,State,Discontinued,142,1936,1981,no
192.40,Holoholuku 1,19.97360943,-155.635554,3265,PARKER RANCH,No,0,State,Discontinued,94,1936,1943,no
192.60,Waimea Res,20.04860537,-155.6222202,2970,DOWALD,Yes,12,State,Discontinued,494,1960,2001,no
192.70,Kamuela Upper*,20.03,-155.67,3112,Hydronet,No,0,Hydronet,Current,198,1992,2008,no
193.00,Kawainui Lower,20.08360384,-155.6438866,1080,HAWN IRRIG,Yes,6,"NCDC, State/NCDC",Discontinued,981,1910,1994,yes
194.00,Alakahi Lower,20.07360432,-155.6388867,840,HAWN IRRIG,Yes,7,"NCDC, State, State/NCDC",Discontinued,979,1910,1994,no
194.10,Waikoloa Str,20.05193868,-155.6638866,3580,USGS,No,0,State,Discontinued,168,1948,1971,no
194.20,Kohala Mt Pipe L,20.08027061,-155.6472199,3700,PARKER RANCH,No,0,State,Discontinued,34,1914,1917,no
195.00,Koiawe Upper,20.05193846,-155.6438869,3350,HAWN IRRIG,Yes,10,"State, State/NCDC",Discontinued,439,1912,1948,no
195.10,Koiawe,20.05721609,-155.634998,3200,DOWALD,No,0,State,Discontinued,174,1964,1979,no
196.00,Koiawe Lower,20.07527098,-155.6305534,720,HAWN IRRIG,Yes,7,"NCDC, State, State/NCDC",Discontinued,989,1910,1994,yes
197.00,Waima Lower,20.06527141,-155.6238869,980,HAWN IRRIG,Yes,5,"NCDC, State, State/NCDC",Discontinued,926,1913,1990,no
198.00,Muliwai,20.13193441,-155.6138861,1290,STATE DIV FTRY,No,0,State,Discontinued,164,1931,1967,no
199.00,Kukuihaele Hic,20.11526922,-155.5822202,980,HONOKAA SUGAR,Yes,12,"NCDC, State/NCDC",Discontinued,1045,1905,1994,no
200.00,Puu Alala,20.05860505,-155.6188869,2880,HAWN IRRIG,Yes,10,State/NCDC,Discontinued,397,1915,1948,no
201.00,Puu Kapu Res 3,20.03693958,-155.5988871,2820,HAWN IRRIG,No,0,"NCDC, State/NCDC",Discontinued,334,1921,1949,no
201.20,Mealani Farm,20.038604,-155.608612,2700,HAES,Yes,11,State,Discontinued,295,1964,1994,no
201.30,Kamuela 1*,20.04,-155.61,2880,Hydronet,No,0,Hydronet,Current,215,1991,2008,no
202.00,Lalakea,20.088604,-155.5872204,1955,HONOKAA SUGAR,Yes,10,State,Discontinued,905,1917,1993,no
202.10,Field 114,20.09693675,-155.5705539,1565,HONOKAA SUGAR,No,0,State,Discontinued,461,1952,1993,no
203.00,Second Gate,20.03860634,-155.5872205,2860,PARKER RANCH,Yes,10,State,Discontinued,853,1910,1981,no
203.10,Kamoku,20.04360641,-155.5588876,2800,HAWN HOMELANDS,No,0,State,Discontinued,342,1976,2006,no
203.20,Puu Pulehu Res,20.03943944,-155.6005537,2760,DOWALD,Yes,12,State,Discontinued,299,1976,2001,no
203.30,Puukapu FC Dam,20.03916168,-155.5999982,2839,DOWALD,No,0,State,Discontinued,202,1982,1998,no
204.00,Puu Kikoni,20.00527497,-155.5772207,3120,PARKER RANCH,Yes,12,State,Discontinued,351,1920,1949,no
204.20,Puu Kapu,19.99833055,-155.5997205,3107,HAWN HOMELANDS,No,0,State,Discontinued,338,1976,2006,no
205.00,Kukuihaele Vill,20.11693552,-155.5672204,750,HONOKAA SUGAR,Yes,10,State,Discontinued,806,1891,1964,no
206.00,Kukuihaele Landg,20.12526779,-155.5588871,300,DAVIS HAMAKUA SUGAR,Yes,12,"NCDC, State, State/NCDC",Discontinued,1245,1891,1994,no
207.00,Ahualoa Homestds,20.04916167,-155.5105551,2550,HAWN IRRIG,Yes,12,"NCDC, State/NCDC",Discontinued,439,1912,1948,no
208.00,Waikoloa Stream,20.10249152,-155.5444431,975,HONOKAA SUGAR,No,0,State,Discontinued,72,1965,1970,no
209.00,Anuenue,20.09193655,-155.5311101,1470,HONOKAA SUGAR,No,0,State,Discontinued,167,1965,1993,no
210.00,Kapulena,20.09776916,-155.5188882,920,HONOKAA SUGAR,Yes,12,State,Discontinued,698,1917,1975,no
211.00,Reservoir 13,20.08304812,-155.5138885,1515,HONOKAA SUGAR,No,0,State,Discontinued,302,1917,1964,no
211.20,Fld 11 Honokaa,20.07304887,-155.5038889,1840,SCS-ARS,No,0,State,Discontinued,46,1972,1975,no
212.00,First Gate,20.04860618,-155.5138884,2530,PARKER RANCH,Yes,11,State,Discontinued,839,1910,1981,no
212.10,Nienie Lee,20.0419399,-155.510555,2745,HHL,No,0,State,Discontinued,339,1976,2005,no
213.00,Kawela,20.105095,-155.49683,390,DAVIS HAMAKUA SUGAR,Yes,12,State,Discontinued,917,1917,1994,no
213.10,New Stable,20.09026947,-155.5000003,1125,HONOKAA SUGAR,No,0,State,Discontinued,159,1965,1993,no
214.00,Haina,20.09193527,-155.4738903,460,HONOKAA SUGAR,Yes,10,"NCDC, State, State/NCDC",Discontinued,1279,1885,1994,no
215.00,Honokaa Town,20.08026947,-155.4672231,1070,HONOKAA SUGAR,Yes,11,"NCDC, State, State/NCDC",Current,920,1917,2007,no
215.10,Honokaa Mauka,20.07388088,-155.4588894,1180,HAWN TEL CO,Yes,8,"NCDC, State/NCDC",Discontinued,456,1902,1939,no
215.20,Honokaa,20.08027035,-155.4972225,1900,RICHART MISS N,No,0,State,Discontinued,49,1897,1901,no
215.30,Ahualoa,20.07138223,-155.4958336,1835,HONOKAA SUGAR,No,0,State,Discontinued,177,1965,1994,no
215.50,Honokaa*,20.07,-155.46,1270,Hydronet,No,0,Hydronet,Current,208,1991,2008,no
216.00,Paauhau-P Ranch,20.05527151,-155.4638889,1860,PARKER RANCH,Yes,11,State,Discontinued,856,1910,1981,no
216.10,Paauhau-Grieg,20.06360366,-155.4472223,1200,GRIEG TW,No,0,State,Discontinued,122,1890,1901,no
216.20,Paauhau Mauka,20.0686032,-155.4455557,1150,PAAUHAU SUGAR,No,0,State,Discontinued,67,1905,1910,no
216.30,Airport-P Sug,20.04193892,-155.447222,2075,PAAUHAU SUGAR,Yes,12,State,Discontinued,424,1957,1994,no
216.40,Pma Plant,20.06721444,-155.446389,1250,PAAUHAU SUGAR,Yes,11,State,Discontinued,485,1939,1994,no
216.50,Field 003,20.07471374,-155.443056,920,PAAUHAU SUGAR,No,0,State,Discontinued,165,1965,1994,no
216.70,Field 052,20.05249432,-155.4791666,2200,PAAUHAU SUGAR,No,0,State,Discontinued,24,1969,1970,no
217.00,Paauhau-P Sugar,20.08360173,-155.4372236,400,PAAUHAU SUGAR,Yes,12,"NCDC, State/NCDC",Discontinued,1257,1890,1994,no
218.00,Hamakua Mill,20.05027003,-155.3588915,180,HAMAKUA MILL,Yes,12,State,Discontinued,689,1936,1994,no
218.10,PAAUILO,20.063266,-155.3805576,270,HAMAKUA MILL,No,0,State,Discontinued,89,1915,1923,no
218.20,Field 328,20.06026977,-155.3872241,345,DAVIS HAMAKUA SUGAR,No,0,State,Discontinued,506,1948,1994,no
218.30,FIELD 118,20.0649918,-155.3944462,200,PAAUHAU SUGAR,No,0,State,Discontinued,105,1985,1994,no
219.00,Kukuihaele,20.1,-155.5166667,947,SCAN,No,0,SCAN,Current,48,2005,2009,no
220.00,Pma,20.06860319,-155.4438891,1160,PAAUHAU SUGAR,No,0,State,Discontinued,111,1948,1958,no
220.10,Kalopa-P Sugar,20.05193765,-155.4038901,900,PAAUHAU SUGAR,No,0,State,Discontinued,98,1905,1913,no
220.20,Pohakea,20.03693908,-155.4172228,1600,BLACOW CR,No,0,State,Discontinued,41,1904,1907,no
220.30,Kalopa,20.05193767,-155.4055566,900,PAAUHAU SUGAR,Yes,12,State,Discontinued,437,1956,1994,no
220.50,Field 015,20.06749174,-155.4008348,300,PAAUHAU SUGAR,No,0,State,Discontinued,96,1963,1970,no
221.00,Office (Paauilo),20.03860487,-155.3688913,800,HAMAKUA MILL,Yes,10,"NCDC, State, State/NCDC",Current,1257,1903,2007,no
